,SMILES,RT,Speed,i-PrOH_proportion,Literature
1322,Cc1ccc(cc1)[S](=O)(=O)N2C[C@@H](C=C)N(c3ccc(Cl)cc3C2=O)[S](C)(=O)=O,9.39,1.0,0.3,10.1021/acscatal.1c04541
1323,Cc1ccc(cc1)[S](=O)(=O)N2C[C@H](C=C)N(c3ccc(Cl)cc3C2=O)[S](C)(=O)=O,10.89,1.0,0.3,10.1021/acscatal.1c04541
1324,C[C@@H]1CN(C[C@@H](N1)c2ccccc2)Cc3ccccc3,14.4,0.8,0.2,10.1021/acs.orglett.6b01190
1325,COCOc1ccc2c(c1)N(C)C(=O)[C@]23C=CC(=C)c4ccccc34,8.3,0.7,0.2,10.1021/acscatal.1c05008
1326,COCOc1ccc2c(c1)N(C)C(=O)[C@@]23C=CC(=C)c4ccccc34,10.9,0.7,0.2,10.1021/acscatal.1c05008
1327,CCCCCCC#CC[C@@]1(C)CN(Cc2ccc(OC)cc2)C(=O)c3ccccc13,9.0,1.0,0.1,10.1002/anie.201913367
1328,CCCCCCC#CC[C@]1(C)CN(Cc2ccc(OC)cc2)C(=O)c3ccccc13,10.9,1.0,0.1,10.1002/anie.201913367
1329,Brc1ccc2NC(=O)[C@H](Cc3ccccc3)Oc2c1,9.4,1.0,0.1,10.1021/acs.orglett.1c01701
1330,Brc1ccc2NC(=O)[C@@H](Cc3ccccc3)Oc2c1,10.9,1.0,0.1,10.1021/acs.orglett.1c01701
1331,OC[C@]1(COCCO1)c2ccccc2,9.4,1.0,0.1,10.1002/anie.201509888
1332,OC[C@@]1(COCCO1)c2ccccc2,10.9,1.0,0.1,10.1002/anie.201509888
1333,CC(C)Oc1ccccc1[C@H](c2ccc(Cl)cc2)C(F)(F)F,9.48,0.4,0.01,10.1002/anie.202008262
1334,CC(C)Oc1ccccc1[C@@H](c2ccc(Cl)cc2)C(F)(F)F,10.9,0.4,0.01,10.1002/anie.202008262
1335,COc1ccccc1[C@](c2[nH]c(C)cc2)(c3ccc(cc3)c4ccccc4)c5ccc6ccccc6c5,9.9,0.6,0.007,10.1039/D1SC03324G
1336,COc1ccccc1[C@@](c2[nH]c(C)cc2)(c3ccc(cc3)c4ccccc4)c5ccc6ccccc6c5,10.9,0.6,0.007,10.1039/D1SC03324G
1337,OC(=O)[C@H](Cc1ccccc1)OCc2ccccc2,10.19,1.0,0.2,10.1039/C6SC03764J
1338,OC(=O)[C@@H](Cc1ccccc1)OCc2ccccc2,10.91,1.0,0.2,10.1039/C6SC03764J
1339,[O-][N+](=O)[C@@]12Oc3ccccc3[C@@H]1CC(=C2)C(=O)OCc4ccccc4,7.168,1.0,0.1,10.1002/anie.201900036
1340,COC(=O)c1ccc2N(C[C@@H](Oc2c1)C(C)=C)[S](=O)(=O)c3ccc(C)cc3,9.496,1.0,0.1,10.1002/anie.201712350
1341,COC(=O)c1ccc2N(C[C@H](Oc2c1)C(C)=C)[S](=O)(=O)c3ccc(C)cc3,10.954,1.0,0.1,10.1002/anie.201712350
1342,O[C@]1(C#CCc2ccccc2)C(=O)Nc3ccccc13,9.02,1.0,0.2,10.1021/acs.orglett.0c01486
1343,O[C@@]1(C#CCc2ccccc2)C(=O)Nc3ccccc13,10.96,1.0,0.2,10.1021/acs.orglett.0c01486
1344,COc1ccc(cc1)N([C@H]2C(=C)[C@H](c3ccccc3)c4c(C)oc(c5ccccc5)c24)[S](=O)(=O)c6ccc(C)cc6,9.41,0.8,0.1,10.1002/anie.201507165
1345,COc1ccc(cc1)N([C@@H]2C(=C)[C@H](c3ccccc3)c4c(C)oc(c5ccccc5)c24)[S](=O)(=O)c6ccc(C)cc6,10.98,0.8,0.1,10.1002/anie.201507165
1346,Cc1ccc(cc1)[S](=O)(=O)N2C(=O)[C@@H]([C@H](C=C2c3ccccc3)c4ccccc4)c5ccc(Br)cc5,68.1,0.75,0.2,10.1021/ol300676w
1347,CCOC(=O)[C@@]1(N[S](=O)(=O)c2ccc(cc12)C(C)(C)C)[C@H](N=C(c3ccccc3)c4ccccc4)C(=O)OC(C)(C)C,411.9,0.8,0.15,10.1002/adsc.201800850
1348,CCCCC(=O)O\C(c1ccccc1)=C\2[C@H]([C@H](CC)C=C2c3ccccc3)c4ccccc4,10.2,0.7,0.005,10.1002/anie.201408604
1349,CCCCC(=O)O\C(c1ccccc1)=C\2[C@@H]([C@H](CC)C=C2c3ccccc3)c4ccccc4,11.0,0.7,0.005,10.1002/anie.201408604
1350,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2N(c3cc(F)ccc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,12.2,0.5,0.1,10.1002/anie.201904805
1351,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2N(c3cc(F)ccc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,11.0,0.5,0.1,10.1002/anie.201904805
1352,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c4ccccc4)c5ccc6OCOc6c5)sc2c1,13.1,1.0,0.05,10.1002/anie.201712395
1353,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c4ccccc4)c5ccc6OCOc6c5)sc2c1,11.0,1.0,0.05,10.1002/anie.201712395
1354,Cc1cccc(c1)[C@@H]2NCC(=O)N[C@@H]2c3cccc(C)c3,13.5,0.8,0.2,10.1039/D1QO01144H
1355,Fc1ccc(cc1)[C@H]2Nc3ccccc3OC2=O,13.7,0.8,0.2,10.1002/anie.201813400
1356,Fc1ccc(cc1)[C@@H]2Nc3ccccc3OC2=O,11.0,0.8,0.2,10.1002/anie.201813400
1357,OC[C@@](O)(CSc1sc2ccccc2n1)c3ccccc3Br,16.0,1.0,0.2,10.1002/anie.201300188
1358,OC[C@](O)(CSc1sc2ccccc2n1)c3ccccc3Br,11.0,1.0,0.2,10.1002/anie.201300188
1359,Cn1cc([C@@H]2[C@H]([C@H](c3ccccc3)c4c(C)oc(c5ccccc5)c24)c6ccc(Cl)cc6)c7ccccc17,19.41,0.6,0.02,10.1021/acs.orglett.8b02701
1360,CC(C)(C)N1[C@H](c2ccc(cc2)C(F)(F)F)C(=O)N(C1=O)C(C)(C)C,4.73,1.0,0.05,10.1021/jacs.7b12628
1361,CC(C)(C)N1[C@@H](c2ccc(cc2)C(F)(F)F)C(=O)N(C1=O)C(C)(C)C,11.0,1.0,0.05,10.1021/jacs.7b12628
1362,CN1C(=O)[C@@](COC(=O)OC(C)(C)C)(CC=C)c2cc(Cl)cc(C)c12,8.0,0.8,0.1,10.1039/D0QO00072H
1363,CN1C(=O)[C@](COC(=O)OC(C)(C)C)(CC=C)c2cc(Cl)cc(C)c12,11.0,0.8,0.1,10.1039/D0QO00072H
1364,CN1C(=O)[C@@](COC(=O)OC(C)(C)C)(CC=C)c2ccccc12,8.1,0.8,0.1,10.1039/D0QO00072H
1365,CN1C(=O)[C@](COC(=O)OC(C)(C)C)(CC=C)c2ccccc12,11.0,0.8,0.1,10.1039/D0QO00072H
1366,CCCC(=O)C(=C)[C@H](CC(=O)c1ccccc1)C(F)(F)F,9.2,0.8,0.03,10.1002/adsc.201700666
1367,CCCC(=O)C(=C)[C@@H](CC(=O)c1ccccc1)C(F)(F)F,11.0,0.8,0.03,10.1002/adsc.201700666
1368,O=[S](=O)(N1C[C@@H](CCc2ccccc2)N(Cc3[nH]cnc3)c4ccccc4C1)c5ccccc5,7.08,1.0,0.3,10.1021/acscatal.1c04541
1369,O=[S](=O)(N1C[C@H](CCc2ccccc2)N(Cc3[nH]cnc3)c4ccccc4C1)c5ccccc5,11.02,1.0,0.3,10.1021/acscatal.1c04541
1370,Cn1c2C[C@H](NCc2c3ccccc13)\C=C\c4ccccc4,13.246,1.0,0.3,10.1021/acs.orglett.9b00216
1371,Cn1c2C[C@@H](NCc2c3ccccc13)\C=C\c4ccccc4,11.023,1.0,0.3,10.1021/acs.orglett.9b00216
1372,COC(=O)c1cccc(c1)[S@](=O)Cc2ccccc2,9.75,1.0,0.2,10.1021/jacs.8b00178
1373,COC(=O)c1cccc(c1)[S@@](=O)Cc2ccccc2,11.04,1.0,0.2,10.1021/jacs.8b00178
1374,COc1ccc2cc(ccc2c1)[C@](C)(C=O)c3ccccc3,11.55,0.6,0.08,10.1002/anie.202106109
1375,COc1ccc2cc(ccc2c1)[C@@](C)(C=O)c3ccccc3,11.07,0.6,0.08,10.1002/anie.202106109
1376,COC(=O)c1ccc(cc1)[C@]2(CCCc3ccccc23)C=O,13.81,0.6,0.08,10.1002/anie.202106109
1377,COC(=O)c1ccc(cc1)[C@@]2(CCCc3ccccc23)C=O,11.08,0.6,0.08,10.1002/anie.202106109
1378,COc1ccccc1[P@](C)(=O)c2ccccc2,8.63,1.0,0.2,10.1021/jacs.9b11938
1379,COc1ccccc1[P@@](C)(=O)c2ccccc2,11.08,1.0,0.2,10.1021/jacs.9b11938
1380,CCOC(=O)[C@@H](CC(=O)c1ccccc1)C2(CCC(=C(C)C2)C)C=O,9.82,1.0,0.05,10.1039/C6CC02742C
1381,CCOC(=O)[C@H](CC(=O)c1ccccc1)C2(CCC(=C(C)C2)C)C=O,11.09,1.0,0.05,10.1039/C6CC02742C
1382,CCCCC[C@H](C=C)n1ccc2cc(F)ccc12,11.6,0.5,0.0,10.1002/chem.202004613
1383,CCCCC[C@@H](C=C)n1ccc2cc(F)ccc12,11.1,0.5,0.0,10.1002/chem.202004613
1384,Cc1ccc(cc1)[S](=O)(=O)N2[C@@H]3Cc4ccccc4[C@H]23,11.8,1.0,0.2,10.1021/acs.orglett.0c04074
1385,Fc1cccc(c1)C2=C(c3cccc(F)c3)[C@]4(C=Nc5ccccc45)c6ccccc26,12.0,0.6,0.05,10.1002/anie.202010164
1386,Fc1cccc(c1)C2=C(c3cccc(F)c3)[C@@]4(C=Nc5ccccc45)c6ccccc26,11.1,0.6,0.05,10.1002/anie.202010164
1387,CCCCCC(C#CC1=CC=C(C#N)C=C1)=[C@@]=C(C2=CC=CC=C2)CC(C)(C)C(OCC)=O,12.52,1.0,0.02,10.1002/anie.202013022
1388,CCCCCC(C#CC1=CC=C(C#N)C=C1)=[C@]=C(C2=CC=CC=C2)CC(C)(C)C(OCC)=O,11.1,1.0,0.02,10.1002/anie.202013022
1389,FC(F)(F)c1ccc2NC(=O)[C@]3(CCOC3)c2c1,12.6,1.0,0.05,10.1002/anie.202015175
1390,FC(F)(F)c1ccc2NC(=O)[C@@]3(CCOC3)c2c1,11.1,1.0,0.05,10.1002/anie.202015175
1391,Clc1ccc(cc1)[C@H]2Nc3ccccc3OC2=O,12.9,0.8,0.2,10.1039/D0CC03091K
1392,Clc1ccc(cc1)[C@@H]2Nc3ccccc3OC2=O,11.1,0.8,0.2,10.1039/D0CC03091K
1393,CC[C@@H]1C=C[C@H](COC(C)=O)N(N1C(=O)OC(C)(C)C)C(=O)Nc2ccc(Cl)cc2,5.9,1.0,0.3,10.1021/ja3110472
1394,CC(C)[C@@]1(CCSC1)COC(=O)C(C)(C)C,8.4,1.0,0.01,10.1002/anie.201910917
1395,CC(C)[C@]1(CCSC1)COC(=O)C(C)(C)C,11.1,1.0,0.01,10.1002/anie.201910917
1396,O[C@H]([C@@H](C=C)c1ccccc1c2ccccc2)c3ccc(cc3)[N+]([O-])=O,8.6,1.0,0.1,10.1021/acs.orglett.6b03378
1397,CN1C(=O)[C@@](COC(=O)OC(C)(C)C)(CC=C)c2cc(Cl)ccc12,8.9,0.8,0.1,10.1039/D0QO00072H
1398,CN1C(=O)[C@](COC(=O)OC(C)(C)C)(CC=C)c2cc(Cl)ccc12,11.1,0.8,0.1,10.1039/D0QO00072H
1399,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2C(=C)[C@H](c3ccccc3)c4c(C)oc(c5ccc(Cl)cc5)c24)c6ccccc6,8.37,0.8,0.1,10.1002/anie.201507165
1400,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2C(=C)[C@H](c3ccccc3)c4c(C)oc(c5ccc(Cl)cc5)c24)c6ccccc6,11.11,0.8,0.1,10.1002/anie.201507165
1401,CC(C)(O)C#C[C@@]1(O)C(=O)Nc2ccccc12,9.02,1.0,0.15,10.1021/acs.orglett.0c01486
1402,CC(C)(O)C#C[C@]1(O)C(=O)Nc2ccccc12,11.12,1.0,0.15,10.1021/acs.orglett.0c01486
1403,C[C@@H](CC(C)=O)C1OC1c2ccccc2,14.184,0.8,0.05,10.1002/adsc.201600375
1404,C[C@H](CC(C)=O)C1OC1c2ccccc2,11.13,0.8,0.05,10.1002/adsc.201600375
1405,CC1(C)CO[C@](C)(C1)[C@]2(N=C(OC2=O)c3ccc(cc3)C(C)(C)C)c4ccccc4,7.38,1.0,0.03,10.1016/j.tetlet.2011.08.123
1406,CC1(C)CO[C@@](C)(C1)[C@]2(N=C(OC2=O)c3ccc(cc3)C(C)(C)C)c4ccccc4,11.16,1.0,0.03,10.1016/j.tetlet.2011.08.123
1407,C[C@@]1(COc2ccccc12)CC#Cc3ccccc3F,11.7,0.5,0.01,10.1002/anie.201913367
1408,C[C@]1(COc2ccccc12)CC#Cc3ccccc3F,11.2,0.5,0.01,10.1002/anie.201913367
1409,COc1ccc(N[C@H](C#Cc2ccccc2)C(F)(F)F)cc1,11.9,0.8,0.05,10.1021/acs.orglett.6b02283
1410,COc1ccc(N[C@@H](C#Cc2ccccc2)C(F)(F)F)cc1,11.2,0.8,0.05,10.1021/acs.orglett.6b02283
1411,C[C@]1(CO)COC(CO1)(CC=C)CC=C,12.3,1.0,0.05,10.1002/anie.201509888
1412,C[C@@]1(CO)COC(CO1)(CC=C)CC=C,11.2,1.0,0.05,10.1002/anie.201509888
1413,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2N(c3ccccc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,12.7,0.5,0.1,10.1002/anie.201904805
1414,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2N(c3ccccc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,11.2,0.5,0.1,10.1002/anie.201904805
1415,Fc1ccc(cc1)[C@H]2Nc3ccccc3OC2=O,13.9,0.8,0.2,10.1039/D0CC03091K
1416,Fc1ccc(cc1)[C@@H]2Nc3ccccc3OC2=O,11.2,0.8,0.2,10.1039/D0CC03091K
1417,FC(F)(F)c1cc(N[C@@H]2C=CC(=O)[C@H]2c3ccc(Cl)cc3)cc(c1)C(F)(F)F,7.4,1.0,0.05,10.1002/anie.201607714
1418,Cc1ccccc1[P@@](C)(=O)c2ccccc2,7.66,1.0,0.2,10.1021/jacs.9b11938
1419,Cc1ccccc1[P@](C)(=O)c2ccccc2,11.2,1.0,0.2,10.1021/jacs.9b11938
1420,CC(=O)C(=C)[C@H](CC(=O)c1ccccc1Br)C(F)(F)F,8.6,1.0,0.05,10.1002/adsc.201700666
1421,CC(=O)C(=C)[C@@H](CC(=O)c1ccccc1Br)C(F)(F)F,11.2,1.0,0.05,10.1002/adsc.201700666
1422,Cc1ccccc1[P@@](=O)(\C=C\c2ccc(cc2)C(F)(F)F)C(C)(C)C,9.0,1.0,0.15,10.1039/D1QO01819A
1423,Cc1ccccc1[P@](=O)(\C=C\c2ccc(cc2)C(F)(F)F)C(C)(C)C,11.2,1.0,0.15,10.1039/D1QO01819A
1424,CCCCCC(=O)C(=C)[C@H](c1cc(OC)c(OC)c(OC)c1)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,9.1,0.5,0.2,10.1021/acscatal.7b00030
1425,CCCCCC(=O)C(=C)[C@@H](c1cc(OC)c(OC)c(OC)c1)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,11.2,0.5,0.2,10.1021/acscatal.7b00030
1426,Cc1ccc(\C=C\[C@H]2COC(=O)[C@]23CCC(=N3)c4ccccc4)cc1,9.8,1.0,0.05,10.1002/anie.202111842
1427,Cc1ccc(\C=C\[C@@H]2COC(=O)[C@]23CCC(=N3)c4ccccc4)cc1,11.2,1.0,0.05,10.1002/anie.202111842
1428,COc1ccc2ccc3N(C)C(=O)[C@@]4(C=Cc5ccccc5C4=O)c3c2c1,14.91,1.0,0.3,10.1002/chem.201501583
1429,COc1ccc2ccc3N(C)C(=O)[C@]4(C=Cc5ccccc5C4=O)c3c2c1,11.23,1.0,0.3,10.1002/chem.201501583
1430,CCOC(=O)[C@@H](CC(=O)c1ccccc1F)C(=C)C=O,10.32,1.0,0.1,10.1039/C6CC02742C
1431,CCOC(=O)[C@H](CC(=O)c1ccccc1F)C(=C)C=O,11.25,1.0,0.1,10.1039/C6CC02742C
1432,COc1cc(cc(OC)c1OC)C2=N[C@](C(=O)O2)(c3ccccc3)[C@@]4(C)CC(C)(C)CO4,7.3,1.0,0.03,10.1016/j.tetlet.2011.08.123
1433,O[C@]1(C#Cc2cccc(Br)c2)C(=O)Nc3ccccc13,8.4,1.0,0.2,10.1021/acs.orglett.0c01486
1434,O[C@@]1(C#Cc2cccc(Br)c2)C(=O)Nc3ccccc13,11.27,1.0,0.2,10.1021/acs.orglett.0c01486
1435,COc1ccc2NC(=O)[C@](O)(C#Cc3ccccc3)c2c1,9.66,1.0,0.2,10.1021/acs.orglett.0c01486
1436,COc1ccc2NC(=O)[C@@](O)(C#Cc3ccccc3)c2c1,11.28,1.0,0.2,10.1021/acs.orglett.0c01486
1437,CCOC(=O)[C@@H](CC(=O)c1ccccc1)C(=C)C=O,10.1,1.0,0.15,10.1039/C6CC02742C
1438,CCOC(=O)[C@H](CC(=O)c1ccccc1)C(=C)C=O,11.3,1.0,0.15,10.1039/C6CC02742C
1439,C[C@@]1(COc2ccccc12)CC#Cc3ccc(F)cc3,11.8,0.5,0.01,10.1002/anie.201913367
1440,C[C@]1(COc2ccccc12)CC#Cc3ccc(F)cc3,11.3,0.5,0.01,10.1002/anie.201913367
1441,COc1ccc(N[C@H](C#Cc2ccccc2)C(F)(F)F)cc1,12.2,0.8,0.05,10.1016/j.tet.2021.131968
1442,COc1ccc(N[C@@H](C#Cc2ccccc2)C(F)(F)F)cc1,11.3,0.8,0.05,10.1016/j.tet.2021.131968
1443,COc1cccc(c1)[C@@H](C(=C)C(C)=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,14.4,0.5,0.02,10.1021/acscatal.7b00030
1444,COc1cccc(c1)[C@H](C(=C)C(C)=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,11.3,0.5,0.02,10.1021/acscatal.7b00030
1445,COC(=O)[C@@](C)(N)[C@H](C=C)c1ccc2OCOc2c1,15.6,1.0,0.05,10.1021/jacs.8b00187
1446,COC(=O)[C@@](C)(N)[C@H](C=C)c1ccc2OCOc2c1,15.6,1.0,0.05,10.1021/jacs.8b00187
1447,CN1C(=O)[C@@](COC(=O)OC(C)(C)C)(CC=C)c2cccc(C)c12,7.8,0.8,0.1,10.1039/D0QO00072H
1448,CN1C(=O)[C@](COC(=O)OC(C)(C)C)(CC=C)c2cccc(C)c12,11.3,0.8,0.1,10.1039/D0QO00072H
1449,CN1C(=O)[C@]2(C=CC(=C)c3ccccc23)c4cccnc14,8.7,0.7,0.2,10.1021/acscatal.1c05008
1450,CN1C(=O)[C@@]2(C=CC(=C)c3ccccc23)c4cccnc14,11.3,0.7,0.2,10.1021/acscatal.1c05008
1451,CN(C[C@H](O)c1ccc(Cl)cc1)Cc2ccccc2,8.9,1.0,0.01,10.1055/s/0034/1378891
1452,CN(C[C@@H](O)c1ccc(Cl)cc1)Cc2ccccc2,11.3,1.0,0.01,10.1055/s/0034/1378891
1453,OCCC#C[C@@]1(O)C(=O)Nc2ccccc12,9.32,1.0,0.2,10.1021/acs.orglett.0c01486
1454,OCCC#C[C@]1(O)C(=O)Nc2ccccc12,11.3,1.0,0.2,10.1021/acs.orglett.0c01486
1455,COc1cc(cc(OC)c1OC)[C@H]2c3cc4OCOc4cc3[C@@H](O)[C@]25CCOC5=O,9.7,1.0,0.4,10.1021/acs.orglett.1c02568
1456,Cc1ccccc1[P@@](=O)(\C=C\c2sccc2)C(C)(C)C,9.8,1.0,0.15,10.1039/D1QO01819A
1457,Cc1ccccc1[P@](=O)(\C=C\c2sccc2)C(C)(C)C,11.3,1.0,0.15,10.1039/D1QO01819A
1458,Cc1ccccc1[P@@](C)(=O)c2ccc(cc2)c3ccccc3,9.12,1.0,0.2,10.1021/jacs.9b11938
1459,Cc1ccccc1[P@](C)(=O)c2ccc(cc2)c3ccccc3,11.31,1.0,0.2,10.1021/jacs.9b11938
1460,COC(=O)C[C@H](O)CNC(=O)OCc1ccccc1,10.53,1.0,0.1,10.1002/anie.201502860
1461,COC(=O)C[C@@H](O)CNC(=O)OCc1ccccc1,11.32,1.0,0.1,10.1002/anie.201502860
1462,CCCCC(=C)[C@@H]1CN([C@@H](N(c2ccccc2)[S](=O)(=O)c3ccc(C)cc3)C1=C)[S](=O)(=O)c4ccc(C)cc4,10.46,0.8,0.2,10.1002/anie.201605530
1463,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2C(=C)[C@H](c3ccccc3)c4c(C)oc(c5ccc(Br)cc5)c24)c6ccccc6,8.82,0.8,0.1,10.1002/anie.201507165
1464,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2C(=C)[C@H](c3ccccc3)c4c(C)oc(c5ccc(Br)cc5)c24)c6ccccc6,11.33,0.8,0.1,10.1002/anie.201507165
1465,CCC[C@H](C=C)[S](=O)(=O)c1ccc(C)cc1,10.683,1.0,0.03,10.1021/acscatal.0c00712
1466,CCC[C@@H](C=C)[S](=O)(=O)c1ccc(C)cc1,11.364,1.0,0.03,10.1021/acscatal.0c00712
1467,FC(F)(F)[C@@H](CC(=O)c1ccc(Cl)cc1)N2N=C(Cl)C=CC2=O,8.77,1.0,0.2,10.1016/j.isci.2020.101138
1468,FC(F)(F)[C@H](CC(=O)c1ccc(Cl)cc1)N2N=C(Cl)C=CC2=O,11.389,1.0,0.2,10.1016/j.isci.2020.101138
1469,O=C1OC[C@H](\C=C\c2ccccc2)[C@@]13CCC(=N3)c4ccccc4,10.6,1.0,0.05,10.1002/anie.202111842
1470,Cc1cc2C[C@@H](\C=C\c3cscc3)N(c2cc1C)[S](=O)(=O)C(F)(F)F,12.4,0.5,0.05,10.1021/jacs.1c07212
1471,Cc1cc2C[C@H](\C=C\c3cscc3)N(c2cc1C)[S](=O)(=O)C(F)(F)F,11.4,0.5,0.05,10.1021/jacs.1c07212
1472,C[C@@H]1CC[C@@H]([C@@H](N1)c2ccc(C)cc2)C(F)(F)F,13.0,1.0,0.1,10.1039/C5QO00069F
1473,C[C@@H]1CC[C@@H]([C@@H](N1)c2ccc(C)cc2)C(F)(F)F,13.1,1.0,0.1,10.1021/acs.orglett.7b02502
1474,COc1cc(cc(OC)c1OC)[C@@H](C(=C)C(C)=O)c2cc(C)c(O)c(c2)C(C)(C)C,13.2,0.5,0.2,10.1021/acscatal.7b00030
1475,COc1cc(cc(OC)c1OC)[C@H](C(=C)C(C)=O)c2cc(C)c(O)c(c2)C(C)(C)C,11.4,0.5,0.2,10.1021/acscatal.7b00030
1476,Clc1ccc(cc1)[C@H]2Nc3ccccc3OC2=O,13.2,0.8,0.2,10.1002/anie.201813400
1477,Clc1ccc(cc1)[C@@H]2Nc3ccccc3OC2=O,11.4,0.8,0.2,10.1002/anie.201813400
1478,O=C([C@H](C1=C2C=CC=C1)[C@](C3=CC(C(C)C)=CC=C34)(C(OCC)=O)N(S4(=O)=O)C2=O)OCC,13.9,0.8,0.03,10.1021/acs.orglett.1c02676
1479,O=C([C@@H](C1=C2C=CC=C1)[C@](C3=CC(C(C)C)=CC=C34)(C(OCC)=O)N(S4(=O)=O)C2=O)OCC,11.4,0.8,0.03,10.1021/acs.orglett.1c02676
1480,Fc1ccc(cc1)[C@@H]2NCC(=O)N[C@@H]2c3ccc(F)cc3,15.1,0.7,0.3,10.1039/D1QO01144H
1481,O=C1N[C@H](c2ccccc2N1)c3cccc4ccccc34,29.3,1.0,0.2,10.1002/cjoc.202000045
1482,O=C1N[C@@H](c2ccccc2N1)c3cccc4ccccc34,11.4,1.0,0.2,10.1002/cjoc.202000045
1483,CCOC(=O)[C@](O)(Cc1[nH]c2ccc(cc2c1C)C(C)C)C(F)(F)F,7.7,1.0,0.1,10.1002/anie.201909397
1484,CCOC(=O)[C@@](O)(Cc1[nH]c2ccc(cc2c1C)C(C)C)C(F)(F)F,11.4,1.0,0.1,10.1002/anie.201909397
1485,CC(C)(C)OC(=O)[C@@H](CC(=O)c1ccccc1)N2N=CC=CC2=O,8.35,1.0,0.3,10.1016/j.isci.2020.101138
1486,CC(C)(C)OC(=O)[C@H](CC(=O)c1ccccc1)N2N=CC=CC2=O,11.4,1.0,0.3,10.1016/j.isci.2020.101138
1487,CN1C(=O)[C@@](COC(=O)OC(C)(C)C)(CC=C)c2cc(Br)ccc12,9.2,0.8,0.1,10.1039/D0QO00072H
1488,CN1C(=O)[C@](COC(=O)OC(C)(C)C)(CC=C)c2cc(Br)ccc12,11.4,0.8,0.1,10.1039/D0QO00072H
1489,CN1C(=O)[C@]2(C=CC(=C)c3ccccc23)c4ccc(cc14)C5=CCCCC5,9.4,0.7,0.1,10.1021/acscatal.1c05008
1490,CN1C(=O)[C@@]2(C=CC(=C)c3ccccc23)c4ccc(cc14)C5=CCCCC5,11.4,0.7,0.1,10.1021/acscatal.1c05008
1491,CCC[P@](=O)(c1cccc(Cl)c1)c2ccccc2C,6.39,1.0,0.2,10.1021/jacs.9b11938
1492,CCC[P@@](=O)(c1cccc(Cl)c1)c2ccccc2C,11.42,1.0,0.2,10.1021/jacs.9b11938
1493,CC(C)c1cc(C(C)C)c(C(=S)N2CCCC[C@@H]2c3cccc(Cl)c3)c(c1)C(C)C,9.22,0.7,0.01,10.1002/anie.201812426
1494,CC(C)c1cc(C(C)C)c(C(=S)N2CCCC[C@H]2c3cccc(Cl)c3)c(c1)C(C)C,11.42,0.7,0.01,10.1002/anie.201812426
1495,FC(F)(F)[C@H](CC(=O)c1ccc(Cl)cc1)N2N=C(Cl)C=CC2=O,9.12,1.0,0.2,10.1016/j.isci.2020.101138
1496,FC(F)(F)[C@@H](CC(=O)c1ccc(Cl)cc1)N2N=C(Cl)C=CC2=O,11.43,1.0,0.2,10.1016/j.isci.2020.101138
1497,Cn1cc([C@@H]2[C@H]([C@H](c3ccccc3)c4c(C)oc(c5ccccc5)c24)c6ccc(Br)cc6)c7ccccc17,23.03,0.6,0.02,10.1021/acs.orglett.8b02701
1498,CC(C)(C)[P@](=O)(Cc1ccc(F)cc1)c2ccccc2,8.66,1.0,0.15,10.1002/anie.202111957
1499,CC(C)(C)[P@@](=O)(Cc1ccc(F)cc1)c2ccccc2,11.49,1.0,0.15,10.1002/anie.202111957
1500,C[C@@]1(COc2ccccc12)CC#Cc3sccc3,11.9,0.5,0.01,10.1002/anie.201913367
1501,C[C@]1(COc2ccccc12)CC#Cc3sccc3,11.5,0.5,0.01,10.1002/anie.201913367
1502,CC[C@](c1[nH]c(C)cc1)(c2ccccc2)c3ccc(O)cc3,12.7,1.0,0.05,10.1002/anie.201506701
1503,CC[C@@](c1[nH]c(C)cc1)(c2ccccc2)c3ccc(O)cc3,11.5,1.0,0.05,10.1002/anie.201506701
1504,Fc1ccc(cc1)[C@@H]2CCCC(=O)C2,14.4,0.7,0.03,10.1016/j.tetlet.2016.03.072
1505,Fc1ccc(cc1)[C@H]2CCCC(=O)C2,11.5,0.7,0.03,10.1016/j.tetlet.2016.03.072
1506,COC(=O)C1=C(NC(=O)N[C@@H]1c2cccc(C)c2)c3cccc(C)c3,15.8,0.7,0.2,10.1021/acs.joc.8b03128
1507,COC(=O)C1=C(NC(=O)N[C@H]1c2cccc(C)c2)c3cccc(C)c3,11.5,0.7,0.2,10.1021/acs.joc.8b03128
